"Title: Poverty Rate for Adults Ages 19-64 by Sex | KFF State Health Facts"
"Timeframe: 2013"
"Location","Male","Female","Total",Footnotes
"United States","11886600","15854300","27740900","1"
"Alabama","202100","296900","499000"
"Alaska","17800","20400","38200"
"Arizona","300300","373700","674000"
"Arkansas","129700","173500","303200"
"California","1582900","1993300","3576200"
"Colorado","172700","224000","396600"
"Connecticut","86000","124100","210000"
"Delaware","27700","39400","67100"
"District of Columbia","31300","43200","74500"
"Florida","815400","1033300","1848600"
"Georgia","419900","603200","1023000"
"Hawaii","40900","48500","89400"
"Idaho","67700","76300","144000"
"Illinois","439300","613800","1053100"
"Indiana","248800","340400","589200"
"Iowa","96700","130800","227500"
"Kansas","93300","120600","213900"
"Kentucky","190800","271500","462400"
"Louisiana","190700","303600","494300"
"Maine","49600","55200","104800"
"Maryland","132500","201200","333700"
"Massachusetts","189500","266700","456300"
"Michigan","426800","541300","968100"
"Minnesota","164600","192700","357300"
"Mississippi","149700","234900","384600"
"Missouri","237400","308200","545600"
"Montana","47100","56900","104000"
"Nebraska","60200","73800","134000"
"Nevada","112700","133900","246700"
"New Hampshire","33100","40100","73200"
"New Jersey","230200","313700","544000"
"New Mexico","119300","144500","263800"
"New York","763200","996900","1760000"
"North Carolina","420000","564100","984100"
"North Dakota","24600","29000","53600"
"Ohio","4.33E+05","580400","1013100"
"Oklahoma","132600","208600","341300"
"Oregon","179300","213000","392400"
"Pennsylvania","435600","550100","985600"
"Rhode Island","34500","49600","84100"
"South Carolina","196700","285000","481600"
"South Dakota","26800","38500","65300"
"Tennessee","270600","376600","647200"
"Texas","996500","1395300","2391800"
"Utah","89400","117100","206500"
"Vermont","19800","27400","47200"
"Virginia","221900","331900","553800"
"Washington","253900","317800","571700"
"West Virginia","82800","112100","194900"
"Wisconsin","183000","247800","430800"
"Wyoming","16000","19400","35400"
"Puerto Rico","398300","500100","898400"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.  "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
