"Title: Poverty Rate for Adults Ages 19-64 by Sex | KFF State Health Facts"
"Timeframe: 2009"
"Location","Male","Female","Total",Footnotes
"United States","10181600","13571200","23752900","1"
"Alabama","177000","262500","439500"
"Alaska","16100","18300","34400"
"Arizona","272900","307800","580700"
"Arkansas","115000","158200","273200"
"California","1262400","1574900","2837200"
"Colorado","170600","193100","363700"
"Connecticut","81000","114300","195300"
"Delaware","22300","31300","53600"
"District of Columbia","22100","37900","60000"
"Florida","653900","822200","1476100"
"Georgia","353700","485900","839600"
"Hawaii","34400","41900","76300"
"Idaho","56600","65800","122300"
"Illinois","390300","536700","927000"
"Indiana","210100","295700","505800"
"Iowa","82700","107900","190600"
"Kansas","86100","110600","196700"
"Kentucky","188400","253200","441500"
"Louisiana","150000","257400","407400"
"Maine","38500","52800","91300"
"Maryland","125700","166800","292400"
"Massachusetts","164100","220700","384800"
"Michigan","402800","504300","907100"
"Minnesota","149900","178600","328600"
"Mississippi","128300","193600","321900"
"Missouri","194900","279200","474100"
"Montana","38700","44900","83600"
"Nebraska","49100","71400","120500"
"Nevada","75800","100800","176600"
"New Hampshire","29300","37200","66600"
"New Jersey","177400","253400","430800"
"New Mexico","81100","104300","185400"
"New York","638600","840900","1479500"
"North Carolina","349300","482200","831500"
"North Dakota","18100","22200","40300"
"Ohio","4.23E+05","551400","974000"
"Oklahoma","130600","189800","320400"
"Oregon","146400","177900","324300"
"Pennsylvania","345700","511900","857600"
"Rhode Island","28300","35100","63400"
"South Carolina","162200","251900","414100"
"South Dakota","25700","33100","58900"
"Tennessee","246400","338700","585100"
"Texas","904700","1227700","2132400"
"Utah","86700","102300","189000"
"Vermont","18500","22200","40700"
"Virginia","183100","274900","457900"
"Washington","212400","266300","478700"
"West Virginia","79100","108000","187100"
"Wisconsin","170800","232400","403200"
"Wyoming","11200","18600","29800"
"Puerto Rico","434300","531500","965800"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.  "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
