"Title: Poverty Rate for Adults Ages 19-64 by Sex | KFF State Health Facts"
"Timeframe: 2016"
"Location","Male","Female","Total",Footnotes
"United States","10624500","14405600","25030100","1"
"Alabama","192500","270300","462800"
"Alaska","19400","25000","44400"
"Arizona","270700","335800","606400"
"Arkansas","119400","157900","277300"
"California","1361400","1750900","3112400"
"Colorado","154900","199400","354400"
"Connecticut","85300","110500","195800"
"Delaware","24800","35400","60200"
"District of Columbia","35500","42600","78100"
"Florida","712600","945700","1658300"
"Georgia","344600","523000","867600"
"Hawaii","28600","40500","69100"
"Idaho","57700","75400","133100"
"Illinois","386000","541900","927900"
"Indiana","210300","306400","516700"
"Iowa","89700","123300","213000"
"Kansas","90500","115800","206200"
"Kentucky","191900","274200","466100"
"Louisiana","193700","303900","497600"
"Maine","40800","56300","97000"
"Maryland","127200","180100","307300"
"Massachusetts","173800","236100","409900"
"Michigan","383600","469100","852700"
"Minnesota","134500","172000","306500"
"Mississippi","127700","202100","329800"
"Missouri","200200","268900","469000"
"Montana","40300","41600","81900"
"Nebraska","54300","69100","123400"
"Nevada","96800","124900","221700"
"New Hampshire","25100","35200","60300"
"New Jersey","207700","289000","496700"
"New Mexico","91900","128800","220700"
"New York","683600","945800","1629400"
"North Carolina","356900","512600","869500"
"North Dakota","26000","25500","51500"
"Ohio","3.94E+05","542000","935800"
"Oklahoma","140600","196300","336900"
"Oregon","146300","186900","333200"
"Pennsylvania","400800","522800","923600"
"Rhode Island","34000","43100","77100"
"South Carolina","164000","242400","406400"
"South Dakota","26900","34400","61200"
"Tennessee","235700","335400","571100"
"Texas","917000","1315600","2232600"
"Utah","78900","100800","179800"
"Vermont","18800","21800","40600"
"Virginia","224900","300100","525100"
"Washington","218700","277900","496600"
"West Virginia","84800","111500","196300"
"Wisconsin","177600","218200","395800"
"Wyoming","21700","21600","43300"
"Puerto Rico","363400","461400","824800"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.  "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
