"Title: Poverty Rate for Adults Ages 19-64 by Sex | KFF State Health Facts"
"Timeframe: 2022"
"Location","Male","Female","Total",Footnotes
"United States","9656500","12878000","22534400","1"
"Alabama","179900","266900","446800"
"Alaska","20900","22900","43900"
"Arizona","220700","280000","500700"
"Arkansas","109600","158900","268500"
"California","1158400","1423500","2581900"
"Colorado","148100","173800","321900"
"Connecticut","80000","118600","198600"
"Delaware","21800","27900","49700"
"District of Columbia","24100","27000","51100"
"Florida","631100","819400","1450500"
"Georgia","294300","440100","734400"
"Hawaii","39300","44600","83900"
"Idaho","42900","61400","104200"
"Illinois","351100","459900","811000"
"Indiana","202100","267700","469900"
"Iowa","85100","114200","199200"
"Kansas","96300","110900","207200"
"Kentucky","178900","236100","415000"
"Louisiana","170500","270500","441000"
"Maine","39300","43100","82400"
"Maryland","131000","186800","317800"
"Massachusetts","184300","226800","411100"
"Michigan","312500","426800","739300"
"Minnesota","138900","171600","310600"
"Mississippi","114500","167100","281600"
"Missouri","184200","240700","424900"
"Montana","36600","40700","77300"
"Nebraska","47500","65100","112600"
"Nevada","94400","123300","217700"
"New Hampshire","22500","31300","53800"
"New Jersey","192500","268300","460700"
"New Mexico","87000","116800","203800"
"New York","654200","838300","1492600"
"North Carolina","298600","436700","735300"
"North Dakota","22400","26800","49200"
"Ohio","353300","500300","853600"
"Oklahoma","147400","190200","337600"
"Oregon","133500","162600","296100"
"Pennsylvania","351400","470200","821600"
"Rhode Island","27600","37700","65200"
"South Carolina","165600","231700","397300"
"South Dakota","26400","25900","52300"
"Tennessee","210700","298600","509300"
"Texas","884900","1249700","2134600"
"Utah","67800","93700","161500"
"Vermont","15700","21200","37000"
"Virginia","212700","300800","513500"
"Washington","198100","251900","450000"
"West Virginia","77300","97500","174800"
"Wisconsin","150100","191700","341800"
"Wyoming","18400","19900","38300"
"Puerto Rico","299700","407000","706700"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.  "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
