"Title: Poverty Rate for Adults Ages 19-64 by Sex | KFF State Health Facts"
"Timeframe: 2015"
"Location","Male","Female","Total",Footnotes
"United States","11127600","15105200","26232800","1"
"Alabama","210200","304100","514300"
"Alaska","22200","19200","41400"
"Arizona","292300","358000","650300"
"Arkansas","134200","181000","315100"
"California","1483000","1888500","3371500"
"Colorado","172300","202500","374800"
"Connecticut","88600","120200","208800"
"Delaware","26800","42200","69000"
"District of Columbia","30500","34000","64500"
"Florida","743000","989200","1732200"
"Georgia","383200","558500","941700"
"Hawaii","39200","46000","85200"
"Idaho","62400","77000","139500"
"Illinois","407900","571900","979800"
"Indiana","219200","324800","544000"
"Iowa","98500","137500","236000"
"Kansas","96200","110000","206200"
"Kentucky","189000","255900","444900"
"Louisiana","192600","284600","477200"
"Maine","47300","57700","105000"
"Maryland","138800","204100","342900"
"Massachusetts","186000","259800","445800"
"Michigan","382200","523100","905300"
"Minnesota","140400","175000","315300"
"Mississippi","137900","207000","344900"
"Missouri","211600","293800","505400"
"Montana","41400","48800","90100"
"Nebraska","57900","76300","134200"
"Nevada","104900","137800","242700"
"New Hampshire","26000","34900","60900"
"New Jersey","221600","295200","516900"
"New Mexico","103400","125400","228800"
"New York","704500","973400","1677900"
"North Carolina","386100","530300","916500"
"North Dakota","23900","31000","55000"
"Ohio","399600","565300","964900"
"Oklahoma","134000","208000","342000"
"Oregon","164900","204800","369700"
"Pennsylvania","397000","526400","923400"
"Rhode Island","36100","45500","81600"
"South Carolina","181500","271200","452700"
"South Dakota","27100","38500","65600"
"Tennessee","256200","356500","612800"
"Texas","906300","1319000","2225200"
"Utah","80400","106700","187100"
"Vermont","15400","20800","36200"
"Virginia","222000","318300","540300"
"Washington","234200","301300","535500"
"West Virginia","82000","110800","192800"
"Wisconsin","172600","211700","384300"
"Wyoming","13200","21400","34600"
"Puerto Rico","386700","486700","873400"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.  "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
