"Title: Poverty Rate by Race/Ethnicity | KFF State Health Facts"
"Timeframe: 2021"
"Location","White","Black","Hispanic","Asian/Native Hawaiian or Pacific Islander","American Indian or Alaska Native","Multiple Races","Total",Footnotes
"United States","17875600","8145600","10760100","1947600","433500","2222400","41384700","1"
"Alabama","375200","309000","56000","7700","N/A","33000","783300"
"Alaska","31700","N/A","6100","N/A","19800","9100","76900"
"Arizona","328700","49200","394200","27300","80600","34800","914800"
"Arkansas","274400","115300","53000","6300","1400","31300","481600"
"California","1176700","379200","2340600","600800","20600","210400","4728400"
"Colorado","283600","35900","186400","15100","2700","34700","558400"
"Connecticut","149900","49400","122000","13000","N/A","17500","353400"
"Delaware","42300","33500","20000","2900","N/A","1.00E+04","109400"
"District of Columbia","11300","76600","6600","4200","N/A","5500","104500"
"Florida","1084900","618900","900400","59700","4000","133200","2801200"
"Georgia","503000","644300","207600","40800","N/A","76500","1476800"
"Hawaii","31600","4700","20100","61800","N/A","35600","153800"
"Idaho","149000","N/A","34600","N/A","2200","14500","208400"
"Illinois","621600","396100","320100","73800","3000","67900","1482600"
"Indiana","509700","116300","93600","25900","N/A","50000","796600"
"Iowa","243000","33100","35500","10400","3400","18400","343800"
"Kansas","200300","37200","65900","8700","N/A","27900","340900"
"Kentucky","554800","73500","43700","6400","3000","40000","721400"
"Louisiana","315300","439800","50900","15100","4300","51300","876700"
"Maine","141000","5700","1600","N/A","N/A","9800","162600"
"Maryland","191400","241200","104400","36800","N/A","36100","611300"
"Massachusetts","347900","59400","203600","47900","N/A","44800","704200"
"Michigan","762900","337400","100400","29400","5600","70300","1306000"
"Minnesota","317500","61500","40900","33200","11800","31700","496600"
"Mississippi","182700","316900","21600","3000","N/A","26200","553400"
"Missouri","490000","148900","48500","15200","2000","57500","762100"
"Montana","85500","N/A","6800","N/A","20200","6700","121600"
"Nebraska","118400","17800","35900","4600","2200","16400","195400"
"Nevada","155000","68500","145800","33300","2800","29400","434800"
"New Hampshire","81200","N/A","6800","N/A","N/A","3700","94500"
"New Jersey","313100","173500","365300","51500","N/A","33400","937800"
"New Mexico","99400","8800","213700","2600","50000","11400","385900"
"New York","977800","513000","796700","245100","8500","143800","2684900"
"North Carolina","596800","426600","242800","27700","21600","80300","1395800"
"North Dakota","51400","N/A","N/A","N/A","9700","N/A","72900"
"Ohio","918800","363100","104400","30600","2100","106200","1525200"
"Oklahoma","310200","68300","94900","15300","49300","61200","599100"
"Oregon","345600","15100","92000","26500","5700","35400","520300"
"Pennsylvania","833000","296600","249600","54000","N/A","91700","1526400"
"Rhode Island","54500","10500","41300","4600","1500","8600","121000"
"South Carolina","318300","306300","67100","11100","2700","43300","748700"
"South Dakota","54800","N/A","7600","2400","34700","6700","108200"
"Tennessee","557700","225700","78900","11500","N/A","57800","932600"
"Texas","953800","633400","2279000","124000","9400","124600","4124300"
"Utah","178100","7100","56200","7300","6600","12100","267500"
"Vermont","55900","N/A","N/A","N/A","N/A","3800","64400"
"Virginia","390000","248500","124100","42300","N/A","53000","858900"
"Washington","413400","57000","171500","64300","10500","56300","772900"
"West Virginia","251500","12300","6500","N/A","N/A","19300","291700"
"Wisconsin","394500","93200","80200","19900","5400","33500","626700"
"Wyoming","46700","N/A","8200","N/A","4100","2000","64200"
"Puerto Rico","5400","N/A","1298600","N/A","N/A","N/A","1306900"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
""
"Data are for the total population. Data may not sum to totals due to rounding."
""
"Data include the civilian noninstitutionalized population in the United States. "
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
"The increase in the count of people who identify as multiracial in 2021 is largely due to improvements to the design of the two separate questions for race and ethnicity, data processing, and coding, which enabled a more thorough and accurate depiction of how people prefer to self-identify."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."

"Definitions"
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic. "
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
