"Title: Poverty Rate by Race/Ethnicity | KFF State Health Facts"
"Timeframe: 2011"
"Location","White","Black","Hispanic","Asian/Native Hawaiian or Pacific Islander","American Indian or Alaska Native","Multiple Races","Total",Footnotes
"United States","20968500","10187700","13127400","1931100","584600","1391600","48190800","1"
"Alabama","407700","402500","61500","5500","4300","13700","895200"
"Alaska","34800","N/A","N/A","N/A","20700","6500","71900"
"Arizona","439900","52600","564700","25600","104200","23700","1210800"
"Arkansas","313200","138500","55800","9400","N/A","11400","532500"
"California","1479800","511100","3323100","628800","33300","161000","6137200"
"Colorado","318300","54600","252100","15500","6400","18400","665200"
"Connecticut","151000","71500","136400","8900","N/A","10500","378600"
"Delaware","43300","37100","19500","2000","N/A","5800","1.08E+05"
"District of Columbia","13900","83500","8800","2700","N/A","N/A","110600"
"Florida","1233800","839800","971500","57700","7300","65700","3175900"
"Georgia","674400","781200","279200","45200","4200","37600","1821800"
"Hawaii","33800","2400","24700","60900","N/A","38100","160200"
"Idaho","164400","N/A","55200","3700","6300","7700","238800"
"Illinois","739000","526900","469700","66900","2600","42200","1847400"
"Indiana","626100","188100","127700","16600","2100","33400","994100"
"Iowa","283500","28800","48500","7700","N/A","9200","379400"
"Kansas","226500","45400","84600","11300","5100","20000","392900"
"Kentucky","638400","110700","44300","8200","N/A","24400","826900"
"Louisiana","338500","481500","38600","13800","7100","16300","895700"
"Maine","165300","N/A","5900","N/A","N/A","6300","184100"
"Maryland","198100","255500","73700","23700","2400","20300","573700"
"Massachusetts","383900","82600","193100","53900","N/A","29000","744200"
"Michigan","943900","479700","113600","31900","12500","62400","1644000"
"Minnesota","359900","97800","65800","32900","21200","28700","606300"
"Mississippi","222300","383900","28900","N/A","2100","8100","650100"
"Missouri","613300","192200","63500","16600","3900","35100","924600"
"Montana","100100","N/A","6000","N/A","22400","5600","136100"
"Nebraska","133000","16400","43100","9200","5200","5600","212500"
"Nevada","158800","52900","173100","29000","7400","10200","431400"
"New Hampshire","95400","N/A","7200","2200","N/A","3600","112500"
"New Jersey","301000","207100","308900","49100","N/A","22800","890200"
"New Mexico","92500","7600","267400","1900","61000","6100","436300"
"New York","1107800","625800","923600","247300","14200","82900","3001600"
"North Carolina","731200","543600","283200","26400","26600","47900","1658900"
"North Dakota","51300","N/A","N/A","N/A","14200","N/A","72400"
"Ohio","1167600","471600","101800","20500","3500","77900","1842800"
"Oklahoma","336000","89900","96200","10500","53100","58300","644100"
"Oregon","420200","21100","134700","31000","13000","23100","643200"
"Pennsylvania","945600","372600","242200","56300","3200","52500","1672400"
"Rhode Island","72500","13400","45200","7800","N/A","4800","144700"
"South Carolina","362300","392900","73000","7000","4500","17400","857000"
"South Dakota","57400","4800","5400","N/A","31900","2100","101700"
"Tennessee","671900","316400","93700","10100","3000","33200","1128300"
"Texas","1049200","691200","2657400","120800","11900","63400","4593800"
"Utah","229500","N/A","106100","15800","10800","11600","378500"
"Vermont","58500","N/A","N/A","N/A","N/A","N/A","65900"
"Virginia","441800","283300","115100","36000","2500","32700","911500"
"Washington","518100","56400","227900","63000","21200","48300","934900"
"West Virginia","301000","17600","4100","2000","N/A","10700","335500"
"Wisconsin","468800","134000","89100","22500","11300","26800","752500"
"Wyoming","50100","N/A","6700","N/A","2100","1900","62100"
"Puerto Rico","10500","N/A","1658500","N/A","N/A","2500","1672700"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
""
"Data are for the total population. Data may not sum to totals due to rounding."
""
"Data include the civilian noninstitutionalized population in the United States. "
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."

"Definitions"
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic. "
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
