"Title: Poverty Rate by Race/Ethnicity | KFF State Health Facts"
"Timeframe: 2009"
"Location","White","Black","Hispanic","Asian/Native Hawaiian or Pacific Islander","American Indian or Alaska Native","Multiple Races","Total",Footnotes
"United States","19423700","9124900","11075700","1571900","505200","1020000","42721400","1"
"Alabama","360600","362100","45300","5200","3600","16300","793000"
"Alaska","26300","N/A","8000","5900","16600","N/A","61400"
"Arizona","372600","52200","513300","21000","93500","16400","1069000"
"Arkansas","280800","152300","59800","3900","3700","14700","515200"
"California","1311800","428100","2761000","480900","33700","108200","5123700"
"Colorado","292800","44100","264300","8600","4700","18300","632800"
"Connecticut","142000","60600","109200","6900","N/A","6400","326100"
"Delaware","43500","30300","16500","N/A","N/A","N/A","9.51E+04"
"District of Columbia","12100","82400","6500","N/A","N/A","N/A","105300"
"Florida","1116100","714500","753300","53600","6700","43400","2687500"
"Georgia","557800","658900","261600","36000","2300","21900","1538500"
"Hawaii","32200","N/A","16700","50400","N/A","25100","127800"
"Idaho","160300","N/A","44400","N/A","N/A","4800","217700"
"Illinois","699400","508400","374100","53600","2900","35300","1673700"
"Indiana","575100","167900","99900","15100","1800","27700","887400"
"Iowa","275700","16300","31300","3400","N/A","11600","341800"
"Kansas","219700","39400","68800","5500","4200","13100","350600"
"Kentucky","615600","97400","34900","2100","4500","21500","776000"
"Louisiana","286000","419200","28200","8300","4100","15500","761200"
"Maine","138300","N/A","N/A","N/A","2600","4500","157600"
"Maryland","194600","219600","55600","21500","N/A","16300","508500"
"Massachusetts","364600","69200","167100","37900","N/A","18100","658700"
"Michigan","884500","450200","124700","38600","10700","42700","1551400"
"Minnesota","360200","75900","55500","35500","18000","19800","565000"
"Mississippi","216800","369400","18100","3700","3200","6200","617400"
"Missouri","580000","177300","50000","7000","3800","27300","845400"
"Montana","103200","N/A","9500","N/A","21400","N/A","140500"
"Nebraska","133200","23200","35400","6700","4100","4200","206700"
"Nevada","122900","38300","131200","14200","6700","9000","322300"
"New Hampshire","90800","N/A","7000","5000","N/A","N/A","110500"
"New Jersey","283600","197700","261000","49800","N/A","15300","808800"
"New Mexico","85500","9800","208800","3300","43300","6800","357500"
"New York","1032400","570700","796200","213200","9900","52000","2674400"
"North Carolina","655700","487400","235500","23600","26200","41100","1469500"
"North Dakota","51600","4200","N/A","N/A","9700","N/A","68200"
"Ohio","1126700","416200","91200","16400","4700","54000","1709300"
"Oklahoma","321400","74800","87100","10600","42400","47500","583800"
"Oregon","374200","13800","106800","23700","8300","18200","545000"
"Pennsylvania","914900","348300","172200","39600","2000","41000","1517900"
"Rhode Island","61000","10200","34500","4400","N/A","3600","114200"
"South Carolina","321100","344000","65700","5000","N/A","16600","754200"
"South Dakota","66800","N/A","3100","N/A","33500","3300","110300"
"Tennessee","630700","285200","81700","11500","2000","23100","1034200"
"Texas","1005800","615900","2370300","106100","11800","45600","4155500"
"Utah","213000","7400","68300","15700","9200","4400","317900"
"Vermont","59200","N/A","N/A","N/A","N/A","N/A","64900"
"Virginia","395600","268500","86100","32300","1800","21200","805500"
"Washington","490100","54100","160900","52400","16600","28800","802900"
"West Virginia","280100","15300","2400","N/A","N/A","8000","308000"
"Wisconsin","448300","120000","78500","19700","13100","20400","7.00E+05"
"Wyoming","36500","N/A","9400","N/A","2000","1400","51500"
"Puerto Rico","13600","1500","1744900","N/A","N/A","2100","1762400"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
""
"Data are for the total population. Data may not sum to totals due to rounding."
""
"Data include the civilian noninstitutionalized population in the United States. "
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."

"Definitions"
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic. "
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
