"Title: Poverty Rate by Race/Ethnicity | KFF State Health Facts"
"Timeframe: 2019"
"Location","White","Black","Hispanic","Asian/Native Hawaiian or Pacific Islander","American Indian or Alaska Native","Multiple Races","Total",Footnotes
"United States","17328200","8244000","10174200","1800200","514100","1322600","39383200","1"
"Alabama","359300","298600","51700","7100","2900","16600","736300"
"Alaska","29100","N/A","7300","N/A","25400","4000","75100"
"Arizona","352600","53600","409700","28000","80100","26600","950700"
"Arkansas","282800","128600","45600","7000","2600","15900","482500"
"California","1176100","397900","2296700","522500","28200","137900","4559400"
"Colorado","266400","41600","174400","15400","5300","22700","525800"
"Connecticut","130800","63700","128300","14100","N/A","12500","351600"
"Delaware","42400","35600","19200","3100","N/A","N/A","1.03E+05"
"District of Columbia","12600","70700","6700","3200","N/A","N/A","95900"
"Florida","1024900","623800","879300","59400","5600","75500","2668600"
"Georgia","485500","615000","199200","40900","N/A","36500","1381600"
"Hawaii","27700","N/A","18900","60700","N/A","21700","131200"
"Idaho","137900","N/A","42000","4700","4400","4800","194100"
"Illinois","594700","405300","296900","70900","2400","34400","1404700"
"Indiana","510800","150100","72000","21300","2300","35000","791500"
"Iowa","257400","36300","35200","8500","3400","8300","349200"
"Kansas","189900","31900","71200","10300","3900","16000","323200"
"Kentucky","547800","81400","33900","9200","N/A","21400","694700"
"Louisiana","330400","421200","59600","8500","4100","19700","843400"
"Maine","123800","N/A","N/A","N/A","1500","3700","137900"
"Maryland","181200","222800","72500","30400","2200","23300","532400"
"Massachusetts","305000","82800","158200","48000","4400","28200","626600"
"Michigan","722900","348200","101900","33100","10300","62300","1278700"
"Minnesota","287600","95300","45400","25900","18100","22800","495200"
"Mississippi","189700","329100","26500","3200","4000","8300","560700"
"Missouri","517000","133300","45100","17800","5300","28000","746500"
"Montana","97700","N/A","8700","N/A","21300","6500","136300"
"Nebraska","119600","13000","42100","7000","3200","7600","192500"
"Nevada","142800","59200","148900","27300","3900","12800","394900"
"New Hampshire","85600","N/A","5600","N/A","N/A","2300","98200"
"New Jersey","264300","176700","286700","48400","N/A","20900","798300"
"New Mexico","85500","7700","210300","4300","48100","6300","362300"
"New York","944800","505600","676700","217900","10100","82700","2437700"
"North Carolina","601800","448700","213300","23700","30100","53000","1370600"
"North Dakota","50900","N/A","4600","N/A","14400","N/A","80100"
"Ohio","888600","372800","107400","25800","3300","78500","1476400"
"Oklahoma","308600","74000","93800","12500","57100","45900","592000"
"Oregon","311600","19900","89200","24000","7200","23500","475400"
"Pennsylvania","815200","315000","260400","56000","4600","50400","1501600"
"Rhode Island","50800","14600","37000","2100","N/A","4300","109200"
"South Carolina","293500","303200","60600","8300","3000","18000","686600"
"South Dakota","53600","N/A","N/A","N/A","30500","N/A","93800"
"Tennessee","547700","231600","94400","8900","N/A","34600","922000"
"Texas","924900","606300","2111600","131500","9200","64200","3847700"
"Utah","181100","14300","71900","12000","7300","10400","296900"
"Vermont","54600","N/A","1300","N/A","N/A","N/A","60800"
"Virginia","383800","248600","98700","38800","N/A","36400","807400"
"Washington","407300","44500","157700","58100","15600","37300","720500"
"West Virginia","242100","15300","N/A","N/A","N/A","9700","274200"
"Wisconsin","343900","85400","77900","18400","8800","17400","551900"
"Wyoming","41500","N/A","8300","N/A","N/A","2300","56000"
"Puerto Rico","14200","N/A","1354500","N/A","N/A","5300","1376200"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
""
"Data are for the total population. Data may not sum to totals due to rounding."
""
"Data include the civilian noninstitutionalized population in the United States. "
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."

"Definitions"
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic. "
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
