"Title: Distribution of Total Population by Federal Poverty Level | KFF State Health Facts"
"Timeframe: 2012"
"Location","Under 100%","100-199%","200-399%","400%+","Total",Footnotes
"United States","48475300","58474300","91655400","106771700","305376600","1"
"Alabama","879200","989000","1459400","1368400","4696000"
"Alaska","80800","106900","196000","322600","706200"
"Arizona","1170800","1355400","1939400","1920700","6386300"
"Arkansas","545500","677000","917900","719800","2860200"
"California","6280000","7549800","10199100","13192600","37221500"
"Colorado","690600","853900","1529800","1971600","5045900"
"Connecticut","375500","460400","919700","1723700","3479300"
"Delaware","108600","158700","264000","356600","888000"
"District of Columbia","104100","84100","117300","290400","596000"
"Florida","3232000","4152700","5859400","5632800","18876900"
"Georgia","1845000","2018700","2807600","2945000","9616400"
"Hawaii","158400","200100","434000","537800","1330300"
"Idaho","242700","366800","529700","423200","1562500"
"Illinois","1843200","2221900","3719700","4783000","12567900"
"Indiana","990900","1266500","2177400","1903900","6338800"
"Iowa","375600","513600","1069900","1016900","2976000"
"Kansas","383700","524800","939800","939100","2787500"
"Kentucky","815700","885900","1331900","1201700","4235100"
"Louisiana","885500","943100","1293900","1334500","4457000"
"Maine","193400","265200","420300","413700","1292600"
"Maryland","578000","774800","1529300","2840600","5722700"
"Massachusetts","768200","873600","1662800","3106000","6410600"
"Michigan","1694000","1806600","3067600","3091100","9659300"
"Minnesota","598100","782700","1672400","2203100","5256300"
"Mississippi","686300","681100","857600","659600","2884500"
"Missouri","954800","1148700","1920200","1807000","5830600"
"Montana","146300","225700","325400","281300","978700"
"Nebraska","209000","349000","634600","602400","1795100"
"Nevada","427200","574700","903400","805600","2710900"
"New Hampshire","123600","184300","377500","594700","1280100"
"New Jersey","930000","1226900","2243600","4285000","8685500"
"New Mexico","420000","459900","604100","555100","2039200"
"New York","3043400","3243800","5188900","7564100","19040100"
"North Carolina","1697300","2008500","2885600","2847900","9439200"
"North Dakota","71800","105700","206300","288100","671900"
"Ohio","1827200","2084100","3665200","3645700","11222100"
"Oklahoma","637300","827300","1159100","1065800","3689500"
"Oregon","641600","774800","1204500","1204600","3825500"
"Pennsylvania","1714000","2157200","3905500","4570800","12347600"
"Rhode Island","139800","169800","287100","411200","1007900"
"South Carolina","833300","1022400","1394100","1319300","4569100"
"South Dakota","107200","157500","273200","262600","800400"
"Tennessee","1132200","1341400","2015300","1788500","6277400"
"Texas","4530200","5380400","7369200","8104500","25384300"
"Utah","345000","594700","1011500","850500","2801700"
"Vermont","68200","113600","201400","217500","600700"
"Virginia","936600","1219900","2250400","3458700","7865500"
"Washington","914900","1136400","1993200","2688400","6732900"
"West Virginia","311300","399100","598100","493200","1801800"
"Wisconsin","716800","954900","1931200","1963300","5566100"
"Wyoming","70600","100000","190700","197700","559000"
"Puerto Rico","1627300","1035800","700900","270000","3634000"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
