"Title: Distribution of Total Population by Federal Poverty Level | KFF State Health Facts"
"Timeframe: 2010"
"Location","Under 100%","100-199%","200-399%","400%+","Total",Footnotes
"United States","46080300","57343200","91251200","106131500","300806200","1"
"Alabama","888400","982700","1413500","1366900","4651400"
"Alaska","75800","108900","199600","300300","684600"
"Arizona","1097000","1349100","1896600","1914200","6256900"
"Arkansas","531900","683900","880500","737800","2834000"
"California","5763500","7382400","10124200","13245600","36515700"
"Colorado","645300","859100","1466000","1945800","4916200"
"Connecticut","342700","451200","946500","1723300","3463700"
"Delaware","105300","136800","269100","360500","871700"
"District of Columbia","110500","82000","122100","255600","570200"
"Florida","3045700","3878100","5839200","5635800","18398800"
"Georgia","1687900","1985600","2833100","2908100","9414700"
"Hawaii","136700","180100","420400","564400","1301600"
"Idaho","235400","371400","535900","396100","1538900"
"Illinois","1744500","2182900","3827700","4781200","12536400"
"Indiana","965200","1273000","2134000","1917100","6289300"
"Iowa","375800","512700","1068000","991700","2948200"
"Kansas","363300","528200","913700","955800","2761000"
"Kentucky","787800","891700","1350400","1177200","4207100"
"Louisiana","814700","924900","1307400","1353400","4400400"
"Maine","176200","254300","438000","422200","1290600"
"Maryland","564900","735300","1487800","2834200","5622200"
"Massachusetts","718000","858000","1671800","3080600","6328400"
"Michigan","1596600","1812600","3126400","3121900","9657600"
"Minnesota","590500","822800","1619700","2154600","5187500"
"Mississippi","638800","686800","856800","684800","2867200"
"Missouri","902300","1150300","1896600","1852800","5802000"
"Montana","139500","196300","329400","297600","962800"
"Nebraska","231900","338500","605300","595300","1771000"
"Nevada","402200","527800","873600","854000","2657600"
"New Hampshire","105100","179000","391200","600600","1276000"
"New Jersey","878400","1161200","2266400","4314400","8620400"
"New Mexico","411100","448000","597600","561300","2018000"
"New York","2829800","3210000","5266200","7554000","18860000"
"North Carolina","1609000","1950900","2896100","2785200","9241100"
"North Dakota","79600","108200","233000","226400","647200"
"Ohio","1781400","2089200","3675700","3669300","11215700"
"Oklahoma","621200","806300","1199500","1008500","3635500"
"Oregon","599700","784000","1160500","1219700","3764000"
"Pennsylvania","1622700","2133700","4012700","4524600","12293700"
"Rhode Island","147800","170300","281500","409500","1009200"
"South Carolina","813200","965800","1423300","1274200","4476500"
"South Dakota","117500","149700","265900","253900","787000"
"Tennessee","1090600","1335000","1996300","1764200","6186200"
"Texas","4375900","5324000","7110000","7774400","24584400"
"Utah","364300","547700","994900","817300","2724100"
"Vermont","71500","112300","192800","222900","599500"
"Virginia","878000","1181100","2214600","3430100","7703800"
"Washington","892000","1081900","1989500","2612400","6575900"
"West Virginia","331600","379500","596200","491600","1799000"
"Wisconsin","723000","981900","1849900","1978500","5533400"
"Wyoming","58800","96000","183900","209700","548400"
"Puerto Rico","1653300","1032000","732100","266400","3684000"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
