"Title: Distribution of Total Population by Federal Poverty Level | KFF State Health Facts"
"Timeframe: 2023"
"Location","Under 100%","100-199%","200-399%","400%+","Total",Footnotes
"United States","40591100","51445600","97243600","136798300","326078600","1"
"Alabama","772000","937500","1585200","1650500","4945200"
"Alaska","74300","96200","199100","330900","700500"
"Arizona","902300","1177600","2290200","2882800","7252900"
"Arkansas","452100","639700","970900","910900","2973600"
"California","4568100","5809400","10509900","17250800","38138100"
"Colorado","536800","671900","1599900","2916100","5724600"
"Connecticut","360500","444000","863300","1846800","3514700"
"Delaware","107300","135800","291900","468000","1002900"
"District of Columbia","89600","50900","115500","390000","646000"
"Florida","2712800","3805700","7084500","8473000","22076000"
"Georgia","1455400","1820000","3263000","4181700","10720100"
"Hawaii","146700","165800","406800","647000","1366300"
"Idaho","191300","355600","668700","694400","1910000"
"Illinois","1409100","1751900","3623600","5468200","12252700"
"Indiana","816600","1180800","2235700","2430500","6663600"
"Iowa","344500","480500","1066800","1214400","3106200"
"Kansas","323300","465500","941700","1105200","2835800"
"Kentucky","732900","826000","1401500","1433200","4393500"
"Louisiana","832900","848100","1336300","1413400","4430700"
"Maine","141800","205300","444800","563700","1355600"
"Maryland","570600","701100","1528300","3214600","6014600"
"Massachusetts","706900","746900","1547200","3774600","6775600"
"Michigan","1326300","1567900","3112100","3815500","9821800"
"Minnesota","522000","700200","1668900","2723800","5614900"
"Mississippi","507700","627000","924100","774700","2833500"
"Missouri","705300","1082600","1994000","2234100","6016000"
"Montana","125500","182500","372600","425000","1105600"
"Nebraska","194600","314400","655300","760100","1924500"
"Nevada","372900","549500","1016500","1200700","3139600"
"New Hampshire","94300","139700","386100","741300","1361400"
"New Jersey","886400","1096000","2217300","4924400","9124100"
"New Mexico","360300","421100","622200","658800","2062400"
"New York","2679400","2777600","4901200","8690300","19048400"
"North Carolina","1353800","1810000","3289400","4030300","10483400"
"North Dakota","76000","93000","236800","338600","744500"
"Ohio","1528400","1850100","3643000","4443100","11464600"
"Oklahoma","625500","757800","1281000","1253500","3917700"
"Oregon","508600","628700","1224000","1795100","4156400"
"Pennsylvania","1502800","1916500","3776100","5332400","12527800"
"Rhode Island","110500","153800","282200","505800","1052400"
"South Carolina","714300","947900","1654300","1888600","5205000"
"South Dakota","111900","154900","284900","337400","889100"
"Tennessee","977400","1203100","2248100","2523300","6951900"
"Texas","4076300","5244200","9158900","11316100","29795500"
"Utah","310500","463100","1195500","1388500","3357600"
"Vermont","61900","81100","189200","291200","623400"
"Virginia","856800","1158900","2235000","4122300","8373000"
"Washington","774500","954000","2065500","3833600","7627500"
"West Virginia","285300","335900","567300","525200","1713600"
"Wisconsin","627700","820800","1877500","2449600","5775600"
"Wyoming","66500","97500","189700","214400","568000"
"Puerto Rico","1249700","919600","701600","306000","3176900"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
