"Title: Distribution of Total Population by Federal Poverty Level | KFF State Health Facts"
"Timeframe: 2009"
"Location","Under 100%","100-199%","200-399%","400%+","Total",Footnotes
"United States","42721400","54700500","91092800","109483200","297997800","1"
"Alabama","793000","986200","1412200","1377700","4569100"
"Alaska","61400","98900","211200","297400","668900"
"Arizona","1069000","1278100","2023100","2087600","6457900"
"Arkansas","515200","642100","887100","751700","2796100"
"California","5123700","7032900","10202000","13736200","36094800"
"Colorado","632800","779800","1446100","2032300","4891000"
"Connecticut","326100","395200","910100","1771800","3403200"
"Delaware","95100","140800","260200","359500","855500"
"District of Columbia","105300","82500","123300","256700","567800"
"Florida","2687500","3782800","5854900","5742000","18067300"
"Georgia","1538500","1885300","2904700","3156300","9484800"
"Hawaii","127800","170200","403500","522000","1223500"
"Idaho","217700","358100","521600","410400","1507700"
"Illinois","1673700","2155700","3706100","5023000","12558400"
"Indiana","887400","1171800","2161800","2000800","6221900"
"Iowa","341800","499300","1023200","1038300","2902600"
"Kansas","350600","508700","872200","984600","2716000"
"Kentucky","776000","862500","1325900","1209100","4173500"
"Louisiana","761200","858300","1328400","1404400","4352400"
"Maine","157600","260900","437100","418300","1273900"
"Maryland","508500","691700","1469500","2856100","5525700"
"Massachusetts","658700","808900","1675100","3215400","6358100"
"Michigan","1551400","1801800","3118400","3252600","9724300"
"Minnesota","565000","753800","1641100","2168900","5128900"
"Mississippi","617400","645600","874500","698800","2836300"
"Missouri","845400","1113400","1926300","1920800","5805900"
"Montana","140500","197500","314200","290500","942700"
"Nebraska","206700","324700","615000","584900","1731300"
"Nevada","322300","510200","867500","896300","2596300"
"New Hampshire","110500","166600","411100","594700","1282900"
"New Jersey","808800","1110700","2192100","4407600","8519200"
"New Mexico","357500","431100","604800","565200","1958500"
"New York","2674400","3101300","5300400","7914300","18990400"
"North Carolina","1469500","1843300","2804600","2909300","9026700"
"North Dakota","68200","99400","206900","240900","615400"
"Ohio","1709300","1981200","3752000","3764600","11207100"
"Oklahoma","583800","774400","1150300","1035600","3544100"
"Oregon","545000","720000","1195600","1283000","3743600"
"Pennsylvania","1517900","2000100","3954300","4681100","12153500"
"Rhode Island","114200","169800","291100","436700","1011800"
"South Carolina","754200","916600","1380600","1342300","4393700"
"South Dakota","110300","154100","284300","232700","781400"
"Tennessee","1034200","1272400","2013200","1796800","6116600"
"Texas","4155500","5037800","7017800","7885800","24096900"
"Utah","317900","521800","1014000","879700","2733400"
"Vermont","64900","96600","207900","230200","599600"
"Virginia","805500","1089900","2230400","3387200","7512800"
"Washington","802900","1053800","1932000","2697900","6486600"
"West Virginia","308000","373900","610900","476100","1768900"
"Wisconsin","700000","899700","1846300","2046700","5492700"
"Wyoming","51500","88300","176300","210200","526300"
"Puerto Rico","1762400","1111800","772100","276000","3922300"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
