"Title: Distribution of Total Population by Federal Poverty Level | KFF State Health Facts"
"Timeframe: 2013"
"Location","Under 100%","100-199%","200-399%","400%+","Total",Footnotes
"United States","48656500","58101500","92302600","108444900","307505500","1"
"Alabama","891200","998000","1461200","1355400","4705800"
"Alaska","63800","106200","202800","332300","705100"
"Arizona","1202200","1358700","1954700","1950100","6465700"
"Arkansas","552000","690500","894600","731600","2868600"
"California","6269000","7513600","10201600","13527000","37511300"
"Colorado","664800","870800","1567400","2027100","5130200"
"Connecticut","365800","469300","919500","1724300","3479000"
"Delaware","116500","156800","265900","359300","898500"
"District of Columbia","118200","93500","121400","277200","610300"
"Florida","3235700","4103000","6071000","5683500","19093200"
"Georgia","1827800","2022700","2836400","3004000","9690900"
"Hawaii","144700","197500","402600","586700","1331500"
"Idaho","250600","378800","550400","401100","1580900"
"Illinois","1824900","2171600","3725000","4849600","12571100"
"Indiana","1008300","1278200","2167700","1912300","6366500"
"Iowa","389200","521100","1042700","1037300","2990300"
"Kansas","380800","518800","957300","939700","2796500"
"Kentucky","783800","882100","1356600","1238400","4260900"
"Louisiana","883900","909200","1318900","1371100","4483200"
"Maine","172100","273700","425100","420900","1291900"
"Maryland","595500","776900","1527000","2868200","5767500"
"Massachusetts","766900","858700","1679200","3146700","6451500"
"Michigan","1626800","1783200","3073300","3180900","9664300"
"Minnesota","596200","810400","1663800","2217400","5287800"
"Mississippi","705100","652300","866400","665400","2889200"
"Missouri","955800","1133000","1919400","1844900","5853100"
"Montana","171700","188500","319100","307000","986300"
"Nebraska","235600","336800","598800","640000","1811200"
"Nevada","430800","581300","914500","818900","2745400"
"New Hampshire","112300","182500","407400","578600","1280700"
"New Jersey","991100","1224600","2257200","4244000","8716900"
"New Mexico","475100","427000","563500","574600","2040200"
"New York","3086100","3186000","5254900","7592600","19119600"
"North Carolina","1716500","1984800","2943400","2877900","9522500"
"North Dakota","82900","109400","225300","275900","693500"
"Ohio","1751300","2071300","3685900","3731200","11239600"
"Oklahoma","623600","845900","1192600","1064800","3726900"
"Oregon","635500","771600","1200800","1243800","3851600"
"Pennsylvania","1702300","2114100","3899100","4628800","12344300"
"Rhode Island","141900","157900","294000","414900","1008600"
"South Carolina","859700","984400","1432500","1339600","4616200"
"South Dakota","111600","163000","298400","238700","811600"
"Tennessee","1146100","1347200","1999100","1826300","6318700"
"Texas","4517700","5396300","7485100","8374000","25773000"
"Utah","365000","531100","1082300","871000","2849400"
"Vermont","77400","109500","195400","220300","602700"
"Virginia","935300","1244900","2261300","3504100","7945700"
"Washington","948700","1154400","2017500","2677200","6797800"
"West Virginia","325500","380600","588200","503800","1798200"
"Wisconsin","761300","985100","1824400","2021700","5592500"
"Wyoming","59900","94400","190200","222800","567300"
"Puerto Rico","1638700","1017800","652300","273200","3582000"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
